id,formula,density_calc,Hmix,Smix,Gmix,Tm,delta,elec_diff,VEC,processing,microstructure,doi,composition_norm
Alloy 0000,Al0.5NbTaTiV,8.470881725,-8.395061728,13.14594406,575.7847956,2215.832994,3.737504762,0.049615808,4.555555556,AC,BCC,10.1016/j.proeng.2012.03.043,Al0.5NbTaTiV
Alloy 0001,Al0.75MoNbTiV,6.606534579,-9.351800554,13.33280622,497.3287529,1915.290482,3.863331752,0.232764906,4.684210526,AC,BCC,10.3390/e16020870,Al0.75MoNbTiV
Alloy 0002,Al0.25MoNbTiV,7.075664374,-4.041522491,12.70837022,546.1289,2098.157909,4.003399323,0.243216622,4.882352941,AC,BCC,10.3390/e16020870,Al0.25MoNbTiV
Alloy 0003,Al0.25NbTaTiV,8.805485735,-4.816608997,12.70837022,601.9875092,2312.760984,3.832439709,0.05017616,4.647058824,AC,BCC,10.1016/j.proeng.2012.03.043,Al0.25NbTaTiV
Alloy 0004,Al0.2MoTaTiV,7.128849756,-3.35600907,12.56917544,551.9585078,2119.418332,4.017794358,0.244332586,4.904761905,AC,BCC,10.4028/www.scientific.net/MSF.898.638,Al0.2MoTaTiV
Alloy 0005,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,7.71,-4.86,13.46,601.2169546,2316.49,4.5,0.11,4.34,AC,BCC,10.1007/s11837-014-1066-0,Al0.3NbTa0.8Ti1.4V0.2Zr1.3
Alloy 0006,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,7.71,-4.86,13.46,601.2169546,2316.49,4.5,0.11,4.34,AC,BCC,10.1007/s11837-014-1066-0,Al0.3NbTa0.8Ti1.4V0.2Zr1.3
Alloy 0007,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,7.71,-4.86,13.46,601.2169546,2316.49,4.5,0.11,4.34,AC,BCC,10.1007/s11837-014-1066-0,Al0.3NbTa0.8Ti1.4V0.2Zr1.3
Alloy 0008,Al0.5CrNbTi2V0.5,5.785823445,-10.96,12.22898133,463.7034701,1778.243734,6.018491588,0.046861498,4.6,AC,BCC,10.1016/j.matlet.2016.11.030,Al0.5CrNbTi2V0.5
Alloy 0009,Al0.5MoNbTiV,6.827812983,-7.012345679,13.14594406,519.8353005,2000.516448,3.93239278,0.237834884,4.777777778,AC,BCC,10.3390/e16020870,Al0.5MoNbTiV
Alloy 0010,Al0.6MoTaTiV,6.73636013,-8.015122873,13.24232516,510.4350562,1965.07407,3.904515056,0.235770867,4.739130435,AC,BCC,10.4028/www.scientific.net/MSF.898.638,Al0.6MoTaTiV
Alloy 0011,Al1.5MoNbTiV,6.065323057,-13.81818182,13.2546386,445.2464742,1714.218456,3.669956489,0.219190849,4.454545455,AC,BCC,10.3390/e16020870,Al1.5MoNbTiV
Alloy 0012,AlCr0.5NbTiV,5.64713986,-15.40740741,13.14594406,428.7017339,1649.838175,5.232513176,0.037646832,4.444444444,AC,BCC,10.1016/j.jallcom.2015.08.224,AlCr0.5NbTiV
Alloy 0013,AlCr0.5NbTiV,5.64713986,-15.40740741,13.14594406,428.7017339,1649.838175,5.232513176,0.037646832,4.444444444,AC,BCC,10.1016/j.jallcom.2015.08.224,AlCr0.5NbTiV
Alloy 0014,AlCr0.5NbTiV,5.64713986,-15.40740741,13.14594406,428.7017339,1649.838175,5.232513176,0.037646832,4.444444444,AC,BCC + Im,10.1016/j.jallcom.2015.08.224,AlCr0.5NbTiV
Alloy 0015,AlCr0.5NbTiV,5.64713986,-15.40740741,13.14594406,428.7017339,1649.838175,5.232513176,0.037646832,4.444444444,AC,BCC + Im,10.1016/j.jallcom.2015.08.224,AlCr0.5NbTiV
Alloy 0016,AlCrMoNbTi,6.57,-13.6,13.38,555.5965658,2140.09,4.87,0.23,4.8,AC,FCC,10.1016/j.jallcom.2015.11.050,AlCrMoNbTi
Alloy 0017,AlCrMoNbTi,6.57,-13.6,13.38,555.5965658,2140.09,4.87,0.23,4.8,AC,FCC,10.1016/j.jallcom.2015.11.050,AlCrMoNbTi
Alloy 0018,AlCrMoNbTi,6.57,-13.6,13.38,555.5965658,2140.09,4.87,0.23,4.8,AC,FCC,10.1016/j.jallcom.2015.11.050,AlCrMoNbTi
Alloy 0019,AlCrMoNbTi,6.57,-13.6,13.38,555.5965658,2140.09,4.87,0.23,4.8,AC,FCC,10.1016/j.jallcom.2015.11.050,AlCrMoNbTi
Alloy 0020,AlCrMoNbTi,6.57,-13.6,13.38,555.5965658,2140.09,4.87,0.23,4.8,AC,FCC,10.1016/j.jallcom.2015.11.050,AlCrMoNbTi
Alloy 0021,AlMoNbTiV,6.407773123,-11.04,13.38161053,477.7526215,1840.253545,3.796497761,0.227982455,4.6,AC,BCC,10.3390/e16020870,AlMoNbTiV
Alloy 0022,MoTaTiV,9.599763191,-2.75,11.52629192,598.9681468,2290.75,4.086753027,0.265459507,5.0,AC,BCC,10.4028/www.scientific.net/MSF.898.638,MoTaTiV
Alloy 0023,AlNb1.5Ta0.5Ti1.5Zr0.5,6.85,-15.12,12.51,556.3368171,2135.79,3.07,0.08,4.2,AC,BCC,10.1007/s11837-014-1066-0,AlNb1.5Ta0.5Ti1.5Zr0.5
Alloy 0024,AlNb1.5Ta0.5Ti1.5Zr0.5,6.85,-15.12,12.51,556.3368171,2135.79,3.07,0.08,4.2,AC,BCC,10.1007/s11837-014-1066-0,AlNb1.5Ta0.5Ti1.5Zr0.5
Alloy 0025,AlNb1.5Ta0.5Ti1.5Zr0.5,6.85,-15.12,12.51,556.3368171,2135.79,3.07,0.08,4.2,AC,BCC,10.1007/s11837-014-1066-0,AlNb1.5Ta0.5Ti1.5Zr0.5
Alloy 0026,AlNbTaTiV,7.89,-13.44,13.38,576.2105538,2219.49,3.16,0.05,4.4,AC,BCC,10.1016/j.proeng.2012.03.043,AlNbTaTiV
Alloy 0027,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,10.39624111,0.871231589,12.44557018,641.3159738,2461.347915,4.416208731,0.101210115,4.614770459,AC,BCC,10.1080/14786435.2015.1028506,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64
Alloy 0028,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,10.39624111,0.871231589,12.44557018,641.3159738,2461.347915,4.416208731,0.101210115,4.614770459,AC,BCC,10.1080/14786435.2015.1028506,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64
Alloy 0029,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,10.39624111,0.871231589,12.44557018,641.3159738,2461.347915,4.416208731,0.101210115,4.614770459,AC,BCC,10.1080/14786435.2015.1028506,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64
Alloy 0030,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,10.39624111,0.871231589,12.44557018,641.3159738,2461.347915,4.416208731,0.101210115,4.614770459,AC,BCC,10.1080/14786435.2015.1028506,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64
Alloy 0031,Hf0.5Mo0.5NbTiZr,7.889823331,-0.25,12.96707842,546.8122337,2102.85867,5.730437906,0.258988417,4.5,AC,BCC,10.1016/j.intermet.2015.09.011,Hf0.5Mo0.5NbTiZr
Alloy 0032,Hf0.5Mo0.5NbTiZr,7.889823331,-0.25,12.96707842,546.8122337,2102.85867,5.730437906,0.258988417,4.5,AC,BCC,10.1016/j.jallcom.2015.11.091,Hf0.5Mo0.5NbTiZr
Alloy 0033,Hf0.5Nb0.5Ta0.5Ti1.5Zr,9.910915715,2.72,13.38161053,592.5022515,2282.194003,4.99441746,0.118253964,4.4,AC,BCC,10.1063/1.4966659,Hf0.5Nb0.5Ta0.5Ti1.5Zr
Alloy 0034,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0035,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0036,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0037,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0038,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0039,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0040,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0041,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0042,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0043,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0044,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0045,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0046,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0047,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0048,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0049,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0050,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0051,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0052,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0053,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0054,Hf0.75NbTa0.5Ti1.5Zr1.25,8.431908695,2.36,12.84151644,557.1020651,2141.385887,4.915964063,0.118594899,4.3,AC,BCC,10.1016/j.msea.2017.10.073,Hf0.75NbTa0.5Ti1.5Zr1.25
Alloy 0055,Hf1.375Nb0.25Ta0.25Ti1.75Zr1.375,8.493765586,0.98,11.44944891,532.6585373,2036.537698,4.495453867,0.114716771,4.1,AC,BCC,10.1080/21663831.2016.1221861,Hf1.375Nb0.25Ta0.25Ti1.75Zr1.375
Alloy 0056,HfMo0.25NbTaTiZr,9.922611245,2.467120181,14.33614554,593.2816897,2293.630178,5.272716799,0.189533381,4.476190476,AC,BCC,10.1016/j.matlet.2016.03.133,HfMo0.25NbTaTiZr
Alloy 0057,HfMo0.5NbTaTiZr,9.933453944,2.247933884,14.69798576,595.2103931,2304.310893,5.486928917,0.232176194,4.545454545,AC,BCC,10.1016/j.matlet.2016.03.133,HfMo0.5NbTaTiZr
Alloy 0058,HfMo0.5NbTiV0.5,8.294155814,-2.188365651,12.6484181,544.2137787,2090.311736,8.125950407,0.165384845,4.394736842,AC,BCC,10.1016/j.jallcom.2016.10.014,HfMo0.5NbTiV0.5
Alloy 0059,HfMo0.5NbTiV0.5,8.294155814,-2.188365651,12.6484181,544.2137787,2090.311736,8.125950407,0.165384845,4.394736842,AC,BCC,10.1016/j.jallcom.2016.10.014,HfMo0.5NbTiV0.5
Alloy 0060,HfMo0.5NbTiV0.5,8.294155814,-2.188365651,12.6484181,544.2137787,2090.311736,8.125950407,0.165384845,4.394736842,AC,BCC,10.1016/j.jallcom.2016.10.014,HfMo0.5NbTiV0.5
Alloy 0061,HfMo0.75NbTaTiZr,9.943533814,2.056710775,14.85564568,597.427759,2314.308612,5.653424959,0.262094227,4.608695652,AC,BCC,10.1016/j.matlet.2016.03.133,HfMo0.75NbTaTiZr
Alloy 0062,HfMoNbTiZr,8.7,-1.6,13.38,634.561604,2444.2,5.06,0.31,4.6,AC,BCC,10.1016/j.matdes.2015.05.019,HfMoNbTiZr
Alloy 0063,HfMoNbTiZr,8.7,-1.6,13.38,634.561604,2444.2,5.06,0.31,4.6,AC,BCC,10.1016/j.matdes.2015.05.019,HfMoNbTiZr
Alloy 0064,HfMoNbTiZr,8.7,-1.6,13.38,634.561604,2444.2,5.06,0.31,4.6,AC,BCC,10.1016/j.matdes.2015.05.019,HfMoNbTiZr
Alloy 0065,HfMoNbTiZr,8.7,-1.6,13.38,634.561604,2444.2,5.06,0.31,4.6,AC,BCC,10.1016/j.matdes.2015.05.019,HfMoNbTiZr
Alloy 0066,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.actamat.2017.09.035,HfNbTaTiZr
Alloy 0067,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.jallcom.2014.11.064,HfNbTaTiZr
Alloy 0068,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.matlet.2016.03.133,HfNbTaTiZr
Alloy 0069,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.matlet.2016.08.060,HfNbTaTiZr
Alloy 0070,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.matlet.2016.08.060,HfNbTaTiZr
Alloy 0071,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.matlet.2016.08.060,HfNbTaTiZr
Alloy 0072,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.actamat.2017.09.062,HfNbTaTiZr
Alloy 0073,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.msea.2015.08.024,HfNbTaTiZr
Alloy 0074,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.matchar.2015.11.018,HfNbTaTiZr
Alloy 0075,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.msea.2015.12.017,HfNbTaTiZr
Alloy 0076,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.msea.2015.12.017,HfNbTaTiZr
Alloy 0077,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.msea.2015.12.017,HfNbTaTiZr
Alloy 0078,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.msea.2015.12.017,HfNbTaTiZr
Alloy 0079,HfNbTaZr,11.06,3.5,11.53,697.736195,2668.5,3.95,0.12,4.5,AC,BCC,10.1016/j.actamat.2016.01.018,HfNbTaZr
Alloy 0080,HfTaTiZr,10.20859028,1.75,11.52629192,565.9615911,2164.5,4.851813611,0.10401322,4.25,AC,BCC,10.1002/adma.201701678,HfTaTiZr
Alloy 0081,Mo0.1NbTiV0.3Zr,6.614127369,0.795847751,11.62138489,526.645105,2014.87145,6.082539185,0.160399857,4.441176471,AC,BCC,10.1016/j.matdes.2015.06.072,Mo0.1NbTiV0.3Zr
Alloy 0082,Mo0.3NbTiV0.3Zr,6.78040681,-0.277777778,12.31867362,533.7753425,2047.617402,6.200685176,0.213663482,4.527777778,AC,BCC,10.1016/j.matdes.2015.06.072,Mo0.3NbTiV0.3Zr
Alloy 0083,Mo0.3NbTiVZr,6.696356442,-1.254732288,12.82599837,527.7013013,2028.267824,7.007082731,0.197323903,4.604651163,AC,BCC,10.1016/j.matdes.2015.06.072,Mo0.3NbTiVZr
Alloy 0084,Mo0.5NbTiV0.3Zr,6.932026792,-1.135734072,12.6484181,540.7452915,2076.985372,6.280554938,0.247688063,4.605263158,AC,BCC,10.1016/j.matdes.2015.06.072,Mo0.5NbTiV0.3Zr
Alloy 0085,Mo0.5NbTiVZr,6.832962954,-1.777777778,13.14594406,534.0179899,2055.075745,6.969406971,0.228089218,4.666666667,AC,BCC,10.1016/j.matdes.2015.06.072,Mo0.5NbTiVZr
Alloy 0086,Mo0.7NbTiV0.3Zr,7.07084407,-1.825,12.79604395,547.3300195,2103.472418,6.331916559,0.271583205,4.675,AC,BCC,10.1016/j.matdes.2015.06.072,Mo0.7NbTiV0.3Zr
Alloy 0087,Mo0.7NbTiVZr,6.959372709,-2.209144409,13.30882902,540.038201,2079.548597,6.926019286,0.250581939,4.723404255,AC,BCC,10.1016/j.matdes.2015.06.072,Mo0.7NbTiVZr
Alloy 0088,Mo1.3NbTiV0.3Zr,7.424872496,-3.194706994,12.72470095,564.6233108,2169.343413,6.375459348,0.312228786,4.847826087,AC,BCC,10.1016/j.matdes.2015.06.072,Mo1.3NbTiV0.3Zr
Alloy 0089,Mo1.3NbTiVZr,7.287688658,-3.104307583,13.33102043,556.1182839,2141.655076,6.774937147,0.291553089,4.867924528,AC,BCC,10.1016/j.matdes.2015.06.072,Mo1.3NbTiVZr
Alloy 0090,Mo1.5NbTiV0.3Zr,7.525832041,-3.489583333,12.61433915,569.6419899,2187.699114,6.366013885,0.319847986,4.895833333,AC,BCC,10.1016/j.matdes.2015.06.072,Mo1.5NbTiV0.3Zr
Alloy 0091,MoNbTaTi0.25W,13.08270575,-6.14532872,12.70837022,751.8048657,2888.341095,2.48584137,0.363138949,5.411764706,AC,BCC,10.1016/j.msea.2017.12.004,MoNbTaTi0.25W
Alloy 0092,MoNbTaTi0.5W,9.946702431,-2.864197531,13.14594406,656.2572133,2525.49484,3.687352332,0.249121915,5.111111111,AC,BCC,10.1016/j.msea.2017.12.004,MoNbTaTi0.5W
Alloy 0093,MoNbTaTi0.75W,9.645668822,-2.703601108,13.33280622,646.9458634,2491.452838,3.745276683,0.245168267,5.052631579,AC,BCC,10.1016/j.msea.2017.12.004,MoNbTaTi0.75W
Alloy 0094,MoNbTaTiW,12.85,-4.5,11.53,779.045365,2979.5,3.49,0.34,5.25,AC,BCC,10.1016/j.msea.2017.12.004,MoNbTaTiW
Alloy 0095,MoNbTaV,10.66950133,-3.25,11.52629192,651.7853358,2492.75,3.464885924,0.257135665,5.25,AC,BCC,10.3390/e18050189,MoNbTaV
Alloy 0096,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.intermet.2011.01.004,MoNbTaW
Alloy 0097,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.msea.2017.12.004,MoNbTaW
Alloy 0098,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.intermet.2011.01.004,MoNbTaW
Alloy 0099,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.intermet.2011.01.004,MoNbTaW
Alloy 0100,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.intermet.2011.01.004,MoNbTaW
Alloy 0101,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.intermet.2011.01.004,MoNbTaW
Alloy 0102,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.intermet.2011.01.004,MoNbTaW
Alloy 0103,MoNbTaW,13.64,-6.5,11.53,825.6503925,3157.75,2.27,0.36,5.5,AC,BCC,10.1016/j.intermet.2011.01.004,MoNbTaW
Alloy 0104,MoNbTiV,7.355181187,-2.75,11.52629192,564.4536173,2158.75,4.075838919,0.248935233,5.0,AC,BCC,10.3390/e16020870,MoNbTiV
Alloy 0105,MoNbTiV0.3Zr,7.25840086,-2.617631152,12.82599837,556.4224189,2138.665021,6.370142047,0.296132452,4.76744186,AC,BCC,10.1016/j.matdes.2015.06.072,MoNbTiV0.3Zr
Alloy 0106,MoNbTiVZr,7.13,-2.72,13.38,617.789032,2379.6,5.77,0.28,4.8,AC,BCC,10.1016/j.matdes.2015.06.072,MoNbTiVZr
Alloy 0107,NbTaTiV,9.16,-0.25,11.53,664.39502,2541.0,3.53,0.05,4.75,AC,BCC,10.1016/j.proeng.2012.03.043,NbTaTiV
Alloy 0108,NbTiV0.3Zr,6.524809509,1.432506887,10.83685823,520.1172171,1983.939394,6.004910204,0.117480436,4.393939394,AC,BCC,10.1016/j.matdes.2015.06.072,NbTiV0.3Zr
Alloy 0109,CoFeNi,8.54,-1.33,9.13,466.7847,1769.0,0.75,0.03,9.0,AC,FCC,10.1016/j.jmmm.2014.07.023,CoFeNi
Alloy 0110,CoFeNiSi0.25,7.737887735,-11.83431953,10.68652014,390.2702678,1487.846154,2.025282421,0.032490326,8.615384615,AC,FCC,10.1016/j.jmmm.2014.07.023,CoFeNiSi0.25
Alloy 0111,CoFeNiSi0.5,7.119174974,-19.42857143,11.23935679,387.9846334,1482.285714,2.657710254,0.031943828,8.285714286,AC,FCC + Im,10.1016/j.jmmm.2014.07.023,CoFeNiSi0.5
Alloy 0112,CoFeNiSi0.75,6.627500825,-24.96,11.46807317,386.3797442,1477.466667,3.045362707,0.031382939,8.0,AC,FCC + Im,10.1016/j.jmmm.2014.07.023,CoFeNiSi0.75
Alloy 0113,Al0.25CoFeNi,7.900548046,-6.059171598,10.68652014,375.142573,1430.153846,3.944930256,0.076999962,8.538461538,AC,FCC,10.1016/j.jmmm.2014.07.023,Al0.25CoFeNi
Alloy 0114,Al0.5CoFeNi,7.387194216,-9.469387755,11.23935679,359.9488094,1375.142857,5.123177534,0.097079811,8.142857143,AC,FCC + BCC,10.1016/j.jmmm.2014.07.023,Al0.5CoFeNi
Alloy 0115,Al0.75CoFeNi,6.966082836,-11.94666667,11.46807317,347.1629685,1327.466667,5.804983778,0.109390229,7.8,AC,FCC + BCC,10.1016/j.jmmm.2014.07.023,Al0.75CoFeNi
Alloy 0116,CoCrFeNi,8.17,-3.75,11.53,489.4027225,1871.75,1.03,0.1,8.25,AC,FCC,10.1016/j.intermet.2015.01.004,CoCrFeNi
Alloy 0117,CoCrFeNb0.103Ni,8.200662107,-5.473010986,12.21211163,413.9434986,1587.301367,2.297778533,0.101487899,8.168413356,AC,FCC + Im,10.1016/j.intermet.2015.01.004,CoCrFeNb0.103Ni
Alloy 0118,CoCrFeNb0.155Ni,8.20778646,-6.276635953,12.42064438,416.6059575,1598.792173,2.770916035,0.103631001,8.128760529,AC,FCC + Im,10.1016/j.intermet.2015.01.004,CoCrFeNb0.155Ni
Alloy 0119,CoCrFeNb0.206Ni,8.214511789,-7.024812729,12.58718805,419.1988601,1609.774426,3.146080126,0.105576867,8.090822634,AC,FCC + Im,10.1016/j.intermet.2015.01.004,CoCrFeNb0.206Ni
Alloy 0120,CoCrFeNb0.309Ni,8.22699924,-8.38502061,12.83886672,424.1901117,1630.522174,3.728360702,0.108998224,8.019043196,AC,FCC + Im,10.1016/j.intermet.2015.01.004,CoCrFeNb0.309Ni
Alloy 0121,CoCrFeNb0.412Ni,8.239312478,-9.685938539,13.02986481,429.3171884,1651.446902,4.205658448,0.112136079,7.946509519,AC,FCC + Im,10.1016/j.intermet.2015.01.004,CoCrFeNb0.412Ni
Alloy 0122,AlCoCrFeNi,6.72,-12.32,13.38,437.2111258,1684.09,5.25,0.12,7.2,AC,BCC,10.1016/j.msea.2008.01.064,AlCoCrFeNi
Alloy 0123,AlCoCrFeNi,6.72,-12.32,13.38,437.2111258,1684.09,5.25,0.12,7.2,AC,BCC,10.1016/j.msea.2010.07.028,AlCoCrFeNi
Alloy 0124,AlCoCrFeNi,6.72,-12.32,13.38,437.2111258,1684.09,5.25,0.12,7.2,AC,BCC,10.1016/j.msea.2010.07.049,AlCoCrFeNi
Alloy 0125,AlCoCrFeNi,6.72,-12.32,13.38,437.2111258,1684.09,5.25,0.12,7.2,AC,BCC,10.1016/j.jallcom.2010.10.047,AlCoCrFeNi
Alloy 0126,AlC0.1CoCrFeNi,6.662956709,-15.3479431,13.9216461,354.3974307,1367.97526,8.009933435,0.160336536,7.137254902,AC,BCC + Im,10.1016/j.jallcom.2010.10.047,AlC0.1CoCrFeNi
Alloy 0127,AlC0.2CoCrFeNi,6.602336832,-18.13609467,14.22238699,355.0024357,1371.913775,9.668804706,0.189783433,7.076923077,AC,BCC + Im,10.1016/j.jallcom.2010.10.047,AlC0.2CoCrFeNi
Alloy 0128,AlC0.3CoCrFeNi,6.543363513,-20.70487718,14.43271079,355.7259362,1375.837764,11.0199694,0.213397811,7.018867925,AC,BCC + Im,10.1016/j.jallcom.2010.10.047,AlC0.3CoCrFeNi
